Informações do leilão - pesquisa
1 de julho de 2026 - 6 de agosto de 2026
Dia,Domínio do URL de visualização,Parcela de impressões da pesquisa (Informações do leilão),Taxa de sobreposição da pesquisa,Taxa de posição superior,Taxa da parte superior da página,Taxa da 1ª posição na página,Parcela de superação da pesquisa
2026-07-10,skylinetaxiaereo.com,< 10%,"10,47%","32,50%","60,96%","8,22%","26,80%"
2026-07-11,skylinetaxiaereo.com,< 10%,"9,23%","31,67%","52,24%","5,97%","28,12%"
2026-07-12,skylinetaxiaereo.com,< 10%,"9,40%","40,51%","61,59%","7,97%","30,41%"
2026-07-14,skylinetaxiaereo.com,< 10%,"8,39%","53,03%","59,32%","11,30%","26,47%"
2026-07-18,skylinetaxiaereo.com,< 10%,"13,01%","83,78%","74,31%","19,72%","24,88%"
2026-07-24,skylinetaxiaereo.com,< 10%,"11,75%","52,29%","62,50%","9,66%","28,18%"
2026-07-25,skylinetaxiaereo.com,< 10%,"10,17%","61,62%","58,86%","5,14%","29,60%"
2026-07-27,skylinetaxiaereo.com,< 10%,"12,32%","52,94%","61,21%","9,81%","24,91%"
2026-07-28,skylinetaxiaereo.com,< 10%,"12,87%","70,39%","63,74%","14,65%","26,40%"
2026-07-29,skylinetaxiaereo.com,< 10%,"15,22%","56,12%","65,22%","13,91%","26,25%"
2026-07-30,skylinetaxiaereo.com,< 10%,"14,45%","58,62%","67,94%","14,83%","26,28%"
2026-08-01,skylinetaxiaereo.com,"10,72%","15,83%","41,67%","67,61%","13,36%","33,81%"
2026-08-02,skylinetaxiaereo.com,< 10%,"12,29%","39,10%","67,02%","12,57%","36,08%"
2026-08-03,skylinetaxiaereo.com,< 10%,"10,55%","44,92%","57,89%","8,95%","32,01%"
2026-08-04,skylinetaxiaereo.com,< 10%,"11,16%","47,48%","60,10%","7,21%","34,74%"
2026-08-05,skylinetaxiaereo.com,< 10%,"13,02%","59,33%","65,37%","12,99%","31,14%"
2026-08-06,skylinetaxiaereo.com,< 10%,"10,31%","48,44%","63,13%","10,61%","33,53%"
2026-07-11,sync.aero,< 10%,"11,54%","57,33%","85,38%","33,08%","27,05%"
2026-07-30,sync.aero,< 10%,"11,46%","67,39%","80,67%","32,67%","26,49%"
2026-08-02,sync.aero,< 10%,"9,89%","42,99%","70,95%","28,38%","36,29%"
2026-07-05,tamaviacaoexecutiva.com.br,< 10%,"9,82%","6,10%","49,57%","3,42%","36,13%"
2026-07-01,taxiaereohercules.com.br,< 10%,"12,65%","24,53%","60,44%","11,54%","29,92%"
2026-07-02,taxiaereohercules.com.br,< 10%,"12,52%","14,29%","55,15%","10,91%","26,60%"
2026-07-03,taxiaereohercules.com.br,< 10%,"16,22%","22,15%","64,95%","8,41%","30,98%"
2026-07-04,taxiaereohercules.com.br,< 10%,"12,83%","20,41%","48,91%","7,30%","30,83%"
2026-07-06,taxiaereohercules.com.br,< 10%,"12,62%","13,16%","63,06%","7,01%","22,80%"
2026-07-08,taxiaereohercules.com.br,< 10%,"10,70%","24,00%","66,18%","8,82%","26,40%"
2026-07-09,taxiaereohercules.com.br,< 10%,"12,65%","23,16%","72,44%","9,62%","27,36%"
2026-07-10,taxiaereohercules.com.br,< 10%,"14,27%","41,28%","74,63%","24,88%","26,11%"
2026-07-11,taxiaereohercules.com.br,< 10%,"11,85%","22,08%","57,25%","3,62%","28,21%"
2026-07-12,taxiaereohercules.com.br,< 10%,"14,40%","23,14%","54,70%","4,97%","30,56%"
2026-07-13,taxiaereohercules.com.br,< 10%,"15,22%","30,70%","56,97%","13,94%","27,28%"
2026-07-14,taxiaereohercules.com.br,< 10%,"10,67%","39,29%","63,06%","17,20%","26,54%"
2026-07-22,taxiaereohercules.com.br,< 10%,"12,13%","33,33%","58,62%","5,42%","24,62%"
2026-07-23,taxiaereohercules.com.br,< 10%,"18,08%","46,99%","60,15%","12,03%","23,71%"
2026-07-26,taxiaereohercules.com.br,< 10%,"11,78%","30,10%","52,50%","4,38%","26,94%"
2026-07-28,taxiaereohercules.com.br,< 10%,"13,21%","41,03%","50,20%","4,86%","27,46%"
2026-07-29,taxiaereohercules.com.br,< 10%,"15,12%","36,23%","58,60%","9,77%","27,13%"
2026-07-31,taxiaereohercules.com.br,< 10%,"12,12%","30,77%","60,34%","5,03%","33,53%"
2026-08-01,taxiaereohercules.com.br,< 10%,"13,55%","22,12%","56,98%","6,40%","35,11%"
2026-08-02,taxiaereohercules.com.br,< 10%,"11,74%","26,77%","42,94%","2,94%","36,71%"
2026-08-03,taxiaereohercules.com.br,< 10%,"12,25%","32,12%","54,77%","8,04%","32,28%"
2026-08-04,taxiaereohercules.com.br,< 10%,"13,25%","26,67%","52,65%","6,53%","35,39%"
2026-08-05,taxiaereohercules.com.br,< 10%,"14,76%","33,53%","70,00%","9,23%","32,07%"
2026-08-06,taxiaereohercules.com.br,< 10%,"13,61%","33,73%","61,00%","8,49%","33,67%"
2026-07-01,taxiaereosp.com,< 10%,"5,61%","87,23%","76,04%","24,42%","29,37%"
2026-07-02,taxiaereosp.com,< 10%,"6,19%","91,11%","78,63%","32,91%","25,56%"
2026-07-03,taxiaereosp.com,< 10%,"4,83%","76,60%","78,08%","30,59%","30,95%"
2026-07-04,taxiaereosp.com,< 10%,"5,89%","80,00%","85,10%","40,87%","30,17%"
2026-07-05,taxiaereosp.com,< 10%,"5,03%","80,95%","75,46%","36,20%","34,87%"
2026-07-06,taxiaereosp.com,< 10%,"6,15%","70,27%","73,40%","28,19%","22,18%"
2026-07-07,taxiaereosp.com,< 10%,"5,37%","63,33%","68,18%","16,16%","22,09%"
2026-07-09,taxiaereosp.com,< 10%,"2,93%","95,45%","83,70%","35,56%","27,40%"
2026-07-11,taxiaereosp.com,< 10%,"5,08%","90,91%","82,64%","50,69%","27,63%"
2026-07-14,taxiaereosp.com,< 10%,"2,92%","73,91%","75,34%","30,14%","27,10%"
2026-07-21,taxiaereosp.com,< 10%,"2,28%","79,17%","81,82%","32,47%","23,45%"
2026-07-23,taxiaereosp.com,< 10%,"6,64%","72,13%","62,80%","19,80%","24,67%"
2026-07-24,taxiaereosp.com,< 10%,"6,03%","73,21%","68,49%","30,59%","28,70%"
2026-07-25,taxiaereosp.com,< 10%,"5,04%","87,76%","71,98%","34,05%","30,19%"
2026-07-26,taxiaereosp.com,< 10%,"4,69%","73,17%","75,10%","36,73%","26,97%"
2026-07-27,taxiaereosp.com,< 10%,"4,87%","74,47%","63,31%","33,87%","25,68%"
2026-07-28,taxiaereosp.com,< 10%,"5,08%","76,67%","67,12%","27,40%","27,90%"
2026-07-29,taxiaereosp.com,< 10%,"6,02%","74,55%","69,32%","29,08%","27,41%"
2026-07-30,taxiaereosp.com,< 10%,"6,72%","79,63%","65,78%","30,04%","27,17%"
2026-07-31,taxiaereosp.com,"10,07%","7,25%","64,29%","70,61%","33,69%","33,20%"
2026-08-01,taxiaereosp.com,< 10%,"8,27%","73,91%","71,75%","27,80%","33,98%"
2026-08-02,taxiaereosp.com,< 10%,"7,86%","69,41%","68,00%","24,00%","35,83%"
2026-08-03,taxiaereosp.com,< 10%,"4,03%","53,33%","47,69%","10,26%","32,88%"
2026-08-05,taxiaereosp.com,< 10%,"6,86%","75,95%","68,88%","26,57%","31,99%"
2026-08-06,taxiaereosp.com,"10,51%","7,09%","76,14%","76,49%","29,73%","33,39%"
2026-07-01,upstaraviation.com,"11,64%","11,10%","61,29%","71,84%","20,57%","28,78%"
2026-07-02,upstaraviation.com,"10,10%","9,90%","48,61%","59,41%","17,34%","25,78%"
2026-07-03,upstaraviation.com,"12,17%","12,63%","60,98%","68,29%","20,87%","29,66%"
2026-07-04,upstaraviation.com,"10,86%","8,77%","70,15%","71,37%","19,08%","29,71%"
2026-07-05,upstaraviation.com,< 10%,"10,18%","43,53%","58,99%","14,75%","34,74%"
2026-07-06,upstaraviation.com,"12,05%","9,80%","49,15%","59,74%","19,17%","22,06%"
2026-07-07,upstaraviation.com,"13,99%","14,13%","56,96%","67,54%","19,01%","21,02%"
2026-07-08,upstaraviation.com,"14,07%","13,69%","51,04%","68,41%","13,19%","25,20%"
2026-07-09,upstaraviation.com,"16,78%","14,91%","67,86%","70,02%","21,03%","25,34%"
2026-07-10,upstaraviation.com,"10,35%","9,55%","63,01%","64,21%","19,30%","26,07%"
2026-07-11,upstaraviation.com,"10,29%","12,00%","62,82%","63,64%","20,35%","26,78%"
2026-07-12,upstaraviation.com,"12,27%","12,50%","61,90%","69,94%","21,47%","29,17%"
2026-07-13,upstaraviation.com,< 10%,"7,34%","50,91%","62,62%","19,16%","27,55%"
2026-07-14,upstaraviation.com,"14,08%","11,05%","63,22%","69,25%","19,50%","25,77%"
2026-07-15,upstaraviation.com,"13,55%","12,05%","63,06%","73,13%","21,64%","28,69%"
2026-07-16,upstaraviation.com,< 10%,"9,74%","71,05%","71,60%","24,65%","19,26%"
2026-07-17,upstaraviation.com,< 10%,"8,43%","69,05%","67,76%","16,72%","17,78%"
2026-07-18,upstaraviation.com,"10,44%","12,43%","62,26%","70,85%","17,24%","25,76%"
2026-07-19,upstaraviation.com,"17,05%","11,03%","61,68%","20,39%","4,93%","14,89%"
2026-07-20,upstaraviation.com,< 10%,"8,52%","53,66%","60,82%","10,82%","22,48%"
2026-07-21,upstaraviation.com,< 10%,"7,03%","59,46%","65,06%","6,82%","22,89%"
2026-07-22,upstaraviation.com,"14,92%","11,91%","66,06%","65,98%","12,59%","23,64%"
2026-07-23,upstaraviation.com,"12,53%","13,07%","65,00%","68,92%","23,42%","23,71%"
2026-07-24,upstaraviation.com,"12,46%","14,44%","76,12%","70,39%","16,36%","26,72%"
2026-07-25,upstaraviation.com,< 10%,"6,89%","55,22%","62,67%","14,67%","30,38%"
2026-07-26,upstaraviation.com,"11,51%","11,44%","59,00%","68,33%","14,72%","26,05%"
2026-07-27,upstaraviation.com,< 10%,"11,28%","58,72%","70,28%","23,89%","24,88%"
2026-07-28,upstaraviation.com,"12,05%","12,53%","58,11%","64,69%","19,80%","26,92%"
2026-07-29,upstaraviation.com,< 10%,"8,54%","44,87%","67,48%","13,59%","27,60%"
2026-07-30,upstaraviation.com,"13,69%","12,95%","66,35%","71,28%","18,54%","26,24%"
2026-07-31,upstaraviation.com,< 10%,"10,05%","63,92%","67,15%","16,42%","32,59%"
2026-08-01,upstaraviation.com,< 10%,"11,87%","39,39%","62,05%","11,16%","34,51%"
2026-08-02,upstaraviation.com,"10,44%","11,18%","59,50%","67,45%","19,13%","35,38%"
2026-08-03,upstaraviation.com,"13,59%","12,88%","64,58%","68,36%","17,26%","30,81%"
2026-08-04,upstaraviation.com,"12,26%","11,97%","53,02%","69,71%","17,31%","34,35%"
2026-08-05,upstaraviation.com,"12,27%","12,67%","54,11%","66,83%","16,71%","31,43%"
2026-08-06,upstaraviation.com,"12,96%","14,01%","56,32%","69,96%","19,08%","32,51%"
2026-07-05,vistajet.com,< 10%,"7,90%","78,79%","89,93%","47,48%","34,09%"
2026-07-06,vistajet.com,< 10%,"6,64%","62,50%","76,81%","33,33%","22,22%"
2026-07-08,vistajet.com,< 10%,"4,99%","85,71%","93,53%","49,64%","25,94%"
2026-07-09,vistajet.com,< 10%,"6,92%","71,15%","86,49%","33,11%","26,80%"
2026-07-11,vistajet.com,< 10%,"7,38%","85,42%","79,47%","38,41%","27,14%"
2026-07-12,vistajet.com,< 10%,"6,31%","83,02%","83,95%","40,74%","29,96%"
2026-07-26,vistajet.com,< 10%,"4,81%","76,19%","84,18%","37,34%","26,91%"
2026-07-28,vistajet.com,< 10%,"12,19%","77,78%","79,15%","40,39%","26,28%"
2026-07-29,vistajet.com,< 10%,"7,45%","80,88%","81,50%","39,88%","26,97%"
2026-08-01,vistajet.com,< 10%,"6,12%","72,55%","78,99%","31,16%","34,59%"
2026-08-02,vistajet.com,< 10%,"7,39%","81,25%","84,27%","36,52%","35,62%"
2026-08-04,vistajet.com,< 10%,"7,87%","76,53%","80,58%","28,64%","34,47%"
2026-08-05,vistajet.com,< 10%,"5,56%","78,13%","84,70%","38,80%","32,28%"
2026-08-06,vistajet.com,< 10%,"6,84%","84,71%","85,00%","46,50%","33,25%"
2026-07-08,voar.aero,< 10%,"11,98%","45,24%","81,56%","16,31%","25,63%"
2026-07-01,voemtx.com.br,< 10%,"6,80%","68,42%","84,16%","40,72%","29,44%"
2026-07-02,voemtx.com.br,< 10%,"4,13%","53,33%","77,38%","25,00%","26,49%"
2026-07-03,voemtx.com.br,< 10%,"9,14%","49,44%","77,97%","28,19%","30,68%"
2026-07-04,voemtx.com.br,< 10%,"4,58%","60,00%","80,14%","34,04%","30,79%"
2026-07-06,voemtx.com.br,< 10%,"4,82%","72,41%","86,27%","45,10%","22,37%"
2026-07-07,voemtx.com.br,< 10%,"2,33%","46,15%","81,88%","30,43%","22,62%"
2026-07-08,voemtx.com.br,< 10%,"2,85%","65,00%","81,68%","49,62%","26,59%"
2026-07-09,voemtx.com.br,< 10%,"3,73%","60,71%","82,72%","33,51%","27,55%"
2026-07-10,voemtx.com.br,< 10%,"2,23%","64,71%","74,00%","28,00%","27,34%"
2026-07-11,voemtx.com.br,< 10%,"3,08%","55,00%","84,33%","33,58%","28,48%"
2026-07-13,voemtx.com.br,< 10%,"3,20%","66,67%","77,55%","41,84%","28,01%"
2026-07-14,voemtx.com.br,< 10%,"2,03%","93,75%","81,51%","31,51%","27,17%"
2026-07-15,voemtx.com.br,< 10%,"4,13%","76,32%","80,32%","25,00%","30,07%"
2026-07-23,voemtx.com.br,< 10%,"4,90%","77,78%","83,05%","35,59%","24,92%"
2026-07-30,voemtx.com.br,< 10%,"3,86%","67,74%","66,44%","6,71%","27,96%"
2026-08-01,voemtx.com.br,< 10%,"5,40%","66,67%","75,14%","17,51%","34,90%"
2026-08-02,voemtx.com.br,< 10%,"4,81%","69,23%","78,32%","12,59%","36,64%"
2026-08-03,voemtx.com.br,< 10%,"5,37%","73,33%","76,42%","21,95%","32,28%"
2026-08-04,voemtx.com.br,< 10%,"6,51%","77,78%","78,71%","20,91%","34,83%"
2026-08-05,voemtx.com.br,< 10%,"4,77%","69,09%","75,34%","17,35%","32,63%"
2026-08-06,voemtx.com.br,< 10%,"4,67%","65,52%","71,81%","18,50%","34,21%"
2026-07-18,voerima.com.br,< 10%,"12,43%","59,43%","68,62%","17,02%","25,86%"
2026-07-20,voerima.com.br,< 10%,"16,11%","48,39%","68,18%","8,71%","21,72%"
2026-07-21,voerima.com.br,< 10%,"13,96%","54,42%","75,00%","7,46%","22,07%"
2026-07-01,voeuniair.com.br,< 10%,"10,86%","56,04%","79,82%","24,56%","29,00%"
2026-07-02,voeuniair.com.br,"10,10%","15,68%","61,40%","88,93%","19,19%","24,48%"
2026-07-03,voeuniair.com.br,"10,36%","15,61%","68,42%","83,44%","22,93%","28,70%"
2026-07-04,voeuniair.com.br,"11,77%","17,93%","60,58%","88,03%","24,65%","28,22%"
2026-07-05,voeuniair.com.br,< 10%,"12,34%","59,22%","89,29%","23,47%","33,70%"
2026-07-06,voeuniair.com.br,"10,59%","15,28%","75,00%","89,09%","33,45%","20,52%"
2026-07-07,voeuniair.com.br,< 10%,"11,27%","57,14%","88,05%","25,79%","21,39%"
2026-07-08,voeuniair.com.br,< 10%,"7,99%","69,64%","85,16%","24,73%","25,59%"
2026-07-09,voeuniair.com.br,< 10%,"9,19%","66,67%","79,59%","21,09%","26,46%"
2026-07-10,voeuniair.com.br,< 10%,"12,17%","58,06%","77,05%","18,85%","25,78%"
2026-07-11,voeuniair.com.br,< 10%,"11,69%","68,42%","88,78%","21,95%","26,65%"
2026-07-13,voeuniair.com.br,< 10%,"9,48%","67,61%","78,13%","13,75%","26,79%"
2026-07-14,voeuniair.com.br,< 10%,"11,69%","71,74%","81,20%","33,20%","25,38%"
2026-07-15,voeuniair.com.br,"10,05%","13,90%","63,28%","84,56%","24,83%","28,32%"
2026-07-17,voeuniair.com.br,< 10%,"13,64%","63,24%","87,85%","29,86%","17,25%"
2026-07-18,voeuniair.com.br,< 10%,"9,03%","71,43%","83,77%","24,61%","26,12%"
2026-07-20,voeuniair.com.br,< 10%,"13,31%","64,06%","81,27%","15,38%","21,55%"
2026-07-21,voeuniair.com.br,< 10%,"13,30%","60,71%","82,86%","19,68%","21,96%"
2026-07-22,voeuniair.com.br,< 10%,"12,46%","71,93%","88,45%","30,69%","23,36%"
2026-07-23,voeuniair.com.br,< 10%,"13,07%","65,00%","79,93%","27,88%","23,71%"
2026-07-24,voeuniair.com.br,< 10%,"16,16%","80,67%","91,21%","35,83%","26,11%"
2026-07-25,voeuniair.com.br,"10,03%","15,01%","79,45%","86,41%","34,95%","27,82%"
2026-07-26,voeuniair.com.br,< 10%,"10,64%","75,27%","91,16%","35,74%","25,70%"
2026-07-27,voeuniair.com.br,< 10%,"11,08%","68,22%","86,67%","35,00%","24,63%"
2026-07-28,voeuniair.com.br,< 10%,"17,02%","70,15%","77,94%","18,05%","25,57%"
2026-07-29,voeuniair.com.br,< 10%,"11,61%","58,49%","82,92%","32,92%","26,75%"
2026-07-30,voeuniair.com.br,"10,15%","13,57%","75,23%","88,03%","36,97%","25,78%"
2026-07-31,voeuniair.com.br,< 10%,"15,44%","57,72%","80,69%","22,78%","31,72%"
2026-08-01,voeuniair.com.br,< 10%,"9,47%","75,95%","83,57%","39,91%","33,59%"
2026-08-02,voeuniair.com.br,< 10%,"13,86%","62,00%","89,69%","37,79%","34,64%"
2026-08-03,voeuniair.com.br,< 10%,"14,94%","68,26%","87,84%","41,55%","30,18%"
2026-08-04,voeuniair.com.br,< 10%,"8,59%","72,90%","87,96%","34,26%","34,38%"
2026-08-05,voeuniair.com.br,< 10%,"13,80%","74,21%","91,78%","38,16%","30,29%"
2026-08-06,voeuniair.com.br,< 10%,"9,18%","77,19%","86,48%","38,11%","32,79%"
