"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Dia,Alcance,Impressões,Moeda,"Valor usado (BRL)",Compras,"Valor de conversão da compra","Cliques no link","Adições ao carrinho",Contatos,"Finalizações de compra iniciadas",Leads,"Início dos relatórios","Encerramento dos relatórios"
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-21,3,3,BRL,0.04,,,,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-21,82,88,BRL,0.6,,,,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-21,2,2,BRL,0,,,,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-21,78,80,BRL,1.52,,,4,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-21,32,33,BRL,0.37,,,,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-21,1487,1869,BRL,3.29,1,,4,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-21,145,161,BRL,1.3,,,3,,,,,2026-02-21,2026-02-21
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-21,55,55,BRL,0.59,,,1,,,,,2026-02-21,2026-02-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-20,11873,11873,BRL,39.99,1,,697,,472,,3,2026-02-20,2026-02-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-20,3544,3546,BRL,11.4,,,163,,132,,,2026-02-20,2026-02-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-20,18495,18714,BRL,49.63,,,809,,587,,,2026-02-20,2026-02-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Benefícios — Bairros nobres SP",2026-02-20,1,1,BRL,0.01,,,,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-20,2463,2865,BRL,129.26,1,,45,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-20,20,20,BRL,3.16,,,,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-20,3,3,BRL,0,,,,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-20,7191,8599,BRL,17.72,,,18,2,,1,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-20,305,331,BRL,3.94,,,4,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-20,59,61,BRL,0.58,,,,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-20,5,5,BRL,0.21,,,,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-20,8004,10147,BRL,36.3,,,23,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-20,646,747,BRL,32.59,,,22,,,,,2026-02-20,2026-02-20
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-20,415,476,BRL,12.48,,,6,,,,,2026-02-20,2026-02-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-19,12473,12758,BRL,40.92,,,766,,509,,,2026-02-19,2026-02-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-19,4996,5319,BRL,16.59,1,,255,,191,,,2026-02-19,2026-02-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-19,14594,14684,BRL,38.93,,,719,,489,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-19,1982,2277,BRL,35.4,1,,35,,1,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-19,16,16,BRL,0.17,,,,,,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-19,26158,35158,BRL,58.31,3,,96,,1,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-19,355,371,BRL,3.04,,,6,,,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-19,80,87,BRL,1.37,,,2,,,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-19,14,15,BRL,0.1,,,,,,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-19,13604,18898,BRL,32.41,,,46,,,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-19,583,644,BRL,4.62,,,13,,,,,2026-02-19,2026-02-19
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-19,522,575,BRL,5.51,,,11,,,,,2026-02-19,2026-02-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-18,12818,13132,BRL,37.21,,,822,,594,,1,2026-02-18,2026-02-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-18,4045,4315,BRL,12.42,,,233,,184,,,2026-02-18,2026-02-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-18,10448,10663,BRL,27.87,,,567,,417,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-18,753,807,BRL,7.2,1,,12,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-18,334,343,BRL,2.51,,,5,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-18,27,27,BRL,0.17,,,,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-18,28512,34566,BRL,62.9,7,,86,,1,,1,2026-02-18,2026-02-18
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-18,2317,2448,BRL,16.44,,,54,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-18,200,218,BRL,1.85,,,3,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-18,4,4,BRL,0.03,,,,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-18,14535,18168,BRL,29.95,,,45,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-18,1225,1321,BRL,7.01,,,34,,,,,2026-02-18,2026-02-18
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-18,1339,1461,BRL,7.91,1,,14,,1,,,2026-02-18,2026-02-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-17,11551,11669,BRL,35.41,,,929,,705,,2,2026-02-17,2026-02-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-17,4370,4382,BRL,12.98,,,293,,248,,2,2026-02-17,2026-02-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-17,17394,17643,BRL,45.35,,,1104,,815,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-17,4303,4995,BRL,40.92,2,,62,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-17,435,477,BRL,5.47,2,,5,,1,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-17,22,24,BRL,0.3,,,,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-17,2179,2697,BRL,6.44,,,11,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-17,3837,4406,BRL,46.53,1,,127,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-17,1398,1501,BRL,13.61,,,10,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-17,1,1,BRL,0.01,,,,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-17,440,534,BRL,1.18,,,2,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-17,2144,2417,BRL,26.15,,,64,,,,,2026-02-17,2026-02-17
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-17,650,720,BRL,6.96,,,14,,,,,2026-02-17,2026-02-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-16,13102,13767,BRL,45.5,1,,1183,,863,,2,2026-02-16,2026-02-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-16,4400,4483,BRL,14.5,,,280,,222,,,2026-02-16,2026-02-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-16,16922,17332,BRL,47.16,,,1069,,817,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-16,5177,6423,BRL,66.27,1,,98,,,,1,2026-02-16,2026-02-16
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-16,785,874,BRL,8.82,,,17,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-16,29,29,BRL,0.31,,,2,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-16,1358,1721,BRL,6.73,,,10,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-16,2806,3169,BRL,36.28,1,,102,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-16,1862,2129,BRL,21.36,,,13,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-16,14,14,BRL,0.1,,,,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-16,196,232,BRL,1.2,,,3,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-16,1063,1181,BRL,14.5,,,42,,,,,2026-02-16,2026-02-16
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-16,1901,2201,BRL,24.28,,,44,,,,,2026-02-16,2026-02-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-15,12371,12983,BRL,52.63,,,1295,,923,,2,2026-02-15,2026-02-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-15,2042,2065,BRL,8.31,1,,174,,145,,1,2026-02-15,2026-02-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-15,17693,17693,BRL,55.84,,,1194,,941,,1,2026-02-15,2026-02-15
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-15,5467,6969,BRL,78.06,1,,130,,1,,1,2026-02-15,2026-02-15
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-15,710,811,BRL,8.79,,,16,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-15,3,3,BRL,0.03,,,,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-15,1134,1413,BRL,6.4,,,11,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-15,2149,2385,BRL,23.96,,,45,,1,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-15,1862,2118,BRL,23.75,,,12,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-15,42,44,BRL,0.64,,,1,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-15,354,413,BRL,1.55,,,,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-15,353,365,BRL,4.37,,,11,,,,,2026-02-15,2026-02-15
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-15,2205,2693,BRL,29.91,1,,47,,,,,2026-02-15,2026-02-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-14,10160,10319,BRL,46.51,,,979,,748,,3,2026-02-14,2026-02-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-14,1949,1977,BRL,8.88,,,142,,129,,,2026-02-14,2026-02-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-14,12612,12864,BRL,43.33,,,819,,671,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-14,4570,5211,BRL,60.01,1,,77,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-14,67,69,BRL,1.65,,,,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-14,42,45,BRL,0.65,,,5,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-14,1242,1735,BRL,10.35,,,3,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-14,2167,2316,BRL,23.07,,,63,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-14,615,639,BRL,7.22,,,4,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-14,619,731,BRL,3.79,,,6,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-14,750,812,BRL,9.48,,,21,,,,,2026-02-14,2026-02-14
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-14,1382,1501,BRL,18.19,1,,37,,1,,1,2026-02-14,2026-02-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-13,10289,10324,BRL,47.08,1,,939,,659,,2,2026-02-13,2026-02-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-13,3098,3098,BRL,14.27,,,194,,157,,,2026-02-13,2026-02-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-13,10282,10630,BRL,38.53,,,714,,522,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-13,3544,4015,BRL,41.91,5,,61,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-13,662,742,BRL,10.65,1,,13,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-13,987,1359,BRL,12.61,1,,12,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-13,2304,2619,BRL,29.28,,,74,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-13,1112,1253,BRL,20.17,,,3,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-13,495,618,BRL,6.15,,,3,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-13,990,1082,BRL,11.23,,,29,,,,,2026-02-13,2026-02-13
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-13,1000,1160,BRL,12.83,3,,25,,,,,2026-02-13,2026-02-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-12,9710,10026,BRL,48.73,2,,913,,554,,,2026-02-12,2026-02-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-12,3607,3747,BRL,18.22,,,270,,190,,1,2026-02-12,2026-02-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-12,8210,8210,BRL,32.39,,,531,,352,,1,2026-02-12,2026-02-12
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-12,2293,2620,BRL,35.18,1,,59,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-12,857,1004,BRL,12.46,,,17,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-12,27,33,BRL,0.63,,,,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-12,873,1183,BRL,11.24,,,11,,1,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-02-12,1768,1878,BRL,22.02,2,,69,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-02-12,173,183,BRL,1.69,,,2,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-02-12,51,58,BRL,0.81,,,5,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-02-12,419,479,BRL,5.21,,,5,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-02-12,797,866,BRL,10.62,,,27,,,,,2026-02-12,2026-02-12
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-02-12,1266,1514,BRL,20.43,3,,33,,1,,,2026-02-12,2026-02-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-11,9650,9650,BRL,46.95,,,815,,520,,,2026-02-11,2026-02-11
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-11,1938,1952,BRL,9.27,1,,121,,91,,,2026-02-11,2026-02-11
