Performance dos anúncios
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Status do anúncio,Tipo de anúncio,URL final,URLs de beacon,Título,Título longo 1,Título longo 2,Título longo 3,Título longo 4,Título longo 5,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Descrição 5,Código do logotipo,Nome da empresa,Vídeo,Texto de call-to-action,Texto de call-to-action 1,Texto de call-to-action 2,Texto de call-to-action 3,Texto de call-to-action 4,Texto de call-to-action 5,Título da call-to-action,ID do vídeo,Banner complementar,Nome do anúncio,URL de visualização,Caminho 1,Caminho 2,Sugestão de anúncio aplicada automaticamente,URL final para dispositivos móveis,Modelo de acompanhamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Tipo de campanha,Subtipo da campanha,URL final do anúncio,URL final para dispositivos móveis do anúncio,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-02-14,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,8,214,"3,74%",BRL,"3,03","24,22","47,00",0,"0,52","587,50%"
2026-02-21,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,8,326,"2,45%",BRL,"3,13","25,04","37,00",0,"0,68","462,50%"
2026-01-24,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,339,"2,36%",BRL,"12,50","99,99","34,00",0,"2,94","425,00%"
2026-01-25,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,395,"2,03%",BRL,"12,50","100,00","36,00",0,"2,78","450,00%"
2026-02-17,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,381,"2,10%",BRL,"6,96","55,70","43,00",0,"1,30","537,50%"
2026-02-20,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,198,"4,04%",BRL,"7,79","62,33","36,00",0,"1,73","450,00%"
2026-02-21,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,251,"3,19%",BRL,"6,60","52,80","30,00",0,"1,76","375,00%"
2026-02-23,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,319,"2,51%",BRL,"6,67","53,39","46,00",0,"1,16","575,00%"
2026-03-01,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,178,"4,49%",BRL,"6,84","54,75","45,00",0,"1,22","562,50%"
2026-03-05,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,99,"8,08%",BRL,"6,84","54,74","44,00",0,"1,24","550,00%"
2026-03-09,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,272,"2,94%",BRL,"6,19","49,55","45,00",0,"1,10","562,50%"
2026-03-10,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,223,"3,59%",BRL,"6,94","55,52","39,00",0,"1,42","487,50%"
2026-03-12,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,212,"3,77%",BRL,"7,03","56,26","23,99",0,"2,34","299,90%"
2026-03-15,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,110,"7,27%",BRL,"6,77","54,13","51,00",0,"1,06","637,50%"
2026-03-28,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,368,"2,17%",BRL,"6,00","48,02","52,00",0,"0,92","650,00%"
2026-04-04,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao, --, --, --, --, --, --, --,HYLA do Brasil, --,HYLA Aspirador Antialérgico, --,O Melhor aspirador do mundo, --,Ar Puro e Limpeza com HYLA, --,Livre-se Das Alergias com HYLA, --,"HYLA, Livre-se da Poeira", --,Aspirador de Pó e Água HYLA, --,Comprar Aspirador HYLA, --,"Adeus asma, rinite e dermatite", --,"HYLA, Tecnologia Alemã!", --,Aspirador e purificador HYLA, --,Aspirador à água, --,Saúde e qualidade de vida, --,Elimine os ácaros do colchão, --,HYLA em casa, --, --,"HYLA EST DEFENDER purifica o ar, perfuma e elimina todo o pó e contaminações do ambiente.", --,"HYLA elimina ácaros, fezes de ácaros, fungos, bactérias e vírus de toda a casa.", --,"HYLA é saúde, qualidade de vida, bem-estar e conforto para toda família.", --,HYLA EST DEFENDER é o aspirador purificador de ar que usa apenas água como filtro., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,, --, --,,Branding - SP,Branding - São Paulo,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/aspirador-hyla-do-brasil/#agendardemonstracao,,8,112,"7,14%",BRL,"6,40","51,17","36,00",0,"1,42","450,00%"
2026-02-06,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,7,272,"2,57%",BRL,"4,68","32,79","49,00",0,"0,67","700,00%"
2026-02-16,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,7,385,"1,82%",BRL,"3,52","24,67","20,00",0,"1,23","285,71%"
2026-02-17,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,7,326,"2,15%",BRL,"3,55","24,83","26,00",0,"0,96","371,43%"
2026-02-18,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,7,260,"2,69%",BRL,"3,89","27,24","23,00",0,"1,18","328,57%"
2026-02-20,Ativado,Anúncio responsivo de pesquisa,https://hyladobrasil.com.br/, --, --, --, --, --, --, --,Sistema completo de limpeza, --,Aspirador que evita alergias, --,Mais saúde e limpeza no lar, --,Mais saúde para sua família, --,Sistema Hyla Est, --,Agende já Uma Demonstração, --,Super Potente e Multifuncional, --,Hyla Aspirador antialergico, --,Dê adeus às alergias, --,Mais Saúde para sua família, --, --, --, --, --, --, --, --, --, --, --, --,Agende Já Uma Demonstração Grátis. Aspirador De Filtro a Água! Última Geração., --,"Com o Hyla você combate doenças comuns do dia a dia, como Asmas e Alergias.", --,O novo Hyla EST transforma sua maneira de viver com seu sistema completo de limpeza, --,"Hyla EST, muito mais que um aspirador de pó; Mais saúde e limpeza no seu lar", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Não,https://hyladobrasil.com.br/#agende, --, --,,Branding - BR,Branding Brasil,Pesquisa,Todos os recursos,https://hyladobrasil.com.br/,https://hyladobrasil.com.br/#agende,7,185,"3,78%",BRL,"3,69","25,80","38,00",0,"0,68","542,86%"
