Relatório de insights sobre termos de pesquisa
1 de janeiro de 2026 - 7 de julho de 2026
Categoria de pesquisa,Subcategoria de pesquisa,Termos de pesquisa,Impressões,Cliques,Conversões,Valor conv.,CTR,Taxa de conv.,Volume de pesquisa
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo para viagem,35,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo para viagem com bomba,15,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo para viagem com bomba bivolt,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo para viagem com bomba elétrica,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo para viagem onde comprar,16,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo para viagem sem bomba,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo roupa viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vácuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco compressao viagem,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco compressor mala,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de compressao viagem,7,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de compressão a vácuo para viagem,6,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de succao para mala,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de vacuo para mala,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de vacuo para viagem,8,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de viagem a vacuo,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de viagem a vácuo,8,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de vácuo para viagem,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco e bomba a vacuo para mala,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco mala viagem vacuo,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco para mala a vacuo,14,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco para mala de viagem a vácuo,8,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco para viagem a vacuo,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco para viagem a vacuo com bomba,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco para viagem a vácuo,12,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco plastico vacuo viagem,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo mala,4,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo mala viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo para mala,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo para viagem,18,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo roupa viagem,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo viagem sem bomba,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco viagem a vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco viagem vacuo,8,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacolas a vacuo para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vacuo com bomba para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vacuo para mala,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vacuo para viagem com bomba,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vacuo para viagem sem bomba,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vacuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vácuo para viagem,20,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vácuo para viagem sem bomba,6,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos de compressao viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos de vacuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos de viagem a vácuo,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos de vácuo para viagem,6,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos para mala de viagem a vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos para viagem a vacuo,6,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos vacuo para viagem,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos vacuo viagem,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saquinho a vacuo para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saquinho vacuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,vacuo mala,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,vacuo mala viagem,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,vacuo para mala,6,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,vacuo para mala de viagem,4,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Subcategoria: total, --,48,2,"0,00","0,00","4,17%","0,00%",100.000 - 1.000.000
phebo limão siciliano,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,phebo limão siciliano,1,1,"0,00","0,00","100,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,perfume limão siciliano granado,1,1,"0,00","0,00","100,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,colonia de limao siciliano,1,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,l occitane limao siciliano,1,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,limao siciliano phebo,1,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,limão siciliano da phebo,1,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,nordic smells fjord de limão siciliano lavanda e bergamota,10,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,perfume limão siciliano phebo,1,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,perfume siciliano,1,0,"0,00","0,00","0,00%","0,00%", --
phebo limão siciliano,Termos de pesquisa sem classificação,perfumes limao siciliano,1,0,"0,00","0,00","0,00%","0,00%", --
hyla aera,Subcategoria: total, --,750,59,"8,00","8,00","7,87%","13,56%",100 - 1.000
hyla aera,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla aera,Termos de pesquisa sem classificação,hyla aera,621,46,"8,00","8,00","7,41%","17,39%", --
hyla aera,Termos de pesquisa sem classificação,aera hyla,104,10,"0,00","0,00","9,62%","0,00%", --
hyla aera,Termos de pesquisa sem classificação,hyla area,6,1,"0,00","0,00","16,67%","0,00%", --
hyla aera,Termos de pesquisa sem classificação,hyla aero,19,2,"0,00","0,00","10,53%","0,00%", --
como limpar cortinas,Subcategoria: total, --,19,1,"0,00","0,00","5,26%","0,00%",10.000 - 100.000
como limpar cortinas,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
como limpar cortinas,Termos de pesquisa sem classificação,como limpar cortinas,3,1,"0,00","0,00","33,33%","0,00%", --
como limpar cortinas,Termos de pesquisa sem classificação,limpa cortina,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar cortinas,Termos de pesquisa sem classificação,limpador de cortina,2,0,"0,00","0,00","0,00%","0,00%", --
jh pets,Subcategoria: total, --,1,1,"0,00","0,00","100,00%","0,00%",1.000 - 10.000
jh pets,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
jh pets,Termos de pesquisa sem classificação,jh pets,1,1,"0,00","0,00","100,00%","0,00%", --
hyla aspirador,Subcategoria: total, --,11.026,842,"142,66","3.010,13","7,64%","16,94%",10.000 - 100.000
hyla aspirador,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla aspirador,6.462,509,"91,57","2.348,29","7,88%","17,99%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador hyla,3.838,257,"16,75","16,75","6,70%","6,52%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador de pó hyla,323,36,"17,33","460,87","11,15%","48,15%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador de po hyla,135,13,"0,00","0,00","9,63%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla aspiradora,33,5,"0,00","0,00","15,15%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador de pó alemão hyla,22,4,"0,00","0,00","18,18%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla aspirador de pó,54,6,"15,00","182,22","11,11%","250,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador hyla do brasil,20,4,"0,00","0,00","20,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador agua hyla,13,1,"0,00","0,00","7,69%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla aspira agua,7,1,"0,00","0,00","14,29%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspiradores hyla,30,2,"0,00","0,00","6,67%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla acessórios,1,1,"2,00","2,00","100,00%","200,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspirador com filtro de água hyla,12,1,"0,00","0,00","8,33%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspiradora alemana hyla,3,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspiradora de agua hyla,3,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspiradora hyla,4,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,aspiradoras hyla,2,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla como usar,1,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla german,2,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador,Termos de pesquisa sem classificação,hyla spotless,7,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Subcategoria: total, --,604,5,"0,00","0,00","0,83%","0,00%",10.000 - 100.000
maquina limpar janelas,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,maquina limpar janelas,2,1,"0,00","0,00","50,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,aparelho para limpar vidro de apartamento,2,1,"0,00","0,00","50,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidro magnético profissional,39,1,"0,00","0,00","2,56%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,aparelho que limpa vidro por dentro e por fora,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,escova magnetica para vidros,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa janela magnético,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro com ima,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro com imã,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro dos dois lados,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro ima,6,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro imã,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro magnetico,10,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidro magnético,13,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidros com ima,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidros com ima magnetico,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidros com imã,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidros magnetico,7,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidros magnético,13,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpa vidros magnético profissional,8,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de janela magnético,5,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de janelas mega brush,3,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidraça,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidro imantado,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidro magnetico,25,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidro magnético,62,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidro magnético automatico,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidros magnetico,5,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidros magneticos,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidros magnético,21,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidros magnético dupla face,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador de vidros magnéticos,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador janela magnético,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnetico de vidro,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnetico de vidros,7,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnetico janelas,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnetico vidro,8,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnetico vidros,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnético de vidro,9,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador magnético de vidros e janelas,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador para vidros altos,2,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador vidro magnetico,9,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpador vidros magnetico,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,limpar vidro magnetico,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,robô limpa vidros liectroux yw810 para vidros janelas azulejos espelhos com aplicativo e controle remoto alta fixação sensore,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,rodo limpador de vidro eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
maquina limpar janelas,Termos de pesquisa sem classificação,talita cavalcante limpa vidros,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas,Subcategoria: total, --,535,5,"0,00","0,00","0,93%","0,00%",100.000 - 1.000.000
papa bolinhas,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas,Termos de pesquisa sem classificação,papa bolinhas,228,3,"0,00","0,00","1,32%","0,00%", --
papa bolinhas,Termos de pesquisa sem classificação,papa bolinha,295,2,"0,00","0,00","0,68%","0,00%", --
papa bolinhas,Termos de pesquisa sem classificação,papa bolha,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas,Termos de pesquisa sem classificação,papa bolhas,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas,Termos de pesquisa sem classificação,papabolinha,2,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas,Termos de pesquisa sem classificação,papabolinhas,8,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Subcategoria: total, --,223,5,"0,00","0,00","2,24%","0,00%",1.000 - 10.000
papa bolinhas melhor,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinhas melhor,1,1,"0,00","0,00","100,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor papa bolinhas,75,2,"0,00","0,00","2,67%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinha eficiente,3,1,"0,00","0,00","33,33%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor papa bolinha,22,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor papa bolinha eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor papa bolinha elétrico,2,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor papa bolinhas eletrico,13,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor papa bolinhas elétrico,8,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhor tira bolinhas,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,melhores papa bolinhas,6,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,o melhor papa bolinha,3,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,o melhor papa bolinhas,7,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinha bom,4,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinha melhor,5,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinha potente,13,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinha qual o melhor,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinhas bom,3,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinhas potente,11,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinhas qual o melhor,2,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,papa bolinhas que funciona,1,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,qual melhor papa bolinha,6,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,qual melhor papa bolinhas,6,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,qual o melhor papa bolinha,4,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,qual o melhor papa bolinhas,18,0,"0,00","0,00","0,00%","0,00%", --
papa bolinhas melhor,Termos de pesquisa sem classificação,qual é o melhor papa bolinhas,3,0,"0,00","0,00","0,00%","0,00%", --
o que causa dermatite,Subcategoria: total, --,3,0,"0,00","0,00","0,00%","0,00%",100.000 - 1.000.000
o que causa dermatite,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
o que causa dermatite,Termos de pesquisa sem classificação,o que que causa dermatite,1,0,"0,00","0,00","0,00%","0,00%", --
como combater baixa imunidade,Subcategoria: total, --,4,0,"0,00","0,00","0,00%","0,00%",100.000 - 1.000.000
como combater baixa imunidade,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
como combater baixa imunidade,Termos de pesquisa sem classificação,baixa imunidade o que fazer,1,0,"0,00","0,00","0,00%","0,00%", --
como combater baixa imunidade,Termos de pesquisa sem classificação,imunidade baixa o que fazer,1,0,"0,00","0,00","0,00%","0,00%", --
como combater baixa imunidade,Termos de pesquisa sem classificação,o que é bom para imunidade baixa,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Subcategoria: total, --,170.621,2.178,"510,07","16.258,02","1,28%","23,42%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla plus,800,63,"3,00","3,00","7,88%","4,76%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla acessórios,100,11,"10,00","10,00","11,00%","90,91%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova gato vapor,2,1,"0,00","0,00","50,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla acessorios,24,1,"0,00","0,00","4,17%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova pet vapor,1,1,"0,00","0,00","100,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova a vapor para pet,1,1,"0,00","0,00","100,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,aspirador rainbow brasil,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,aspirador rainbow curitiba,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,capterplus,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,daxxen,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,ekkoa,6,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova a vapor para cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova a vapor para gatos,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova com vapor para caes,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova de cachorro com aspirador,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova eletrica para pets,5,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova elétrica para pet,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova pet brush,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,escova vaporizadora para pets,5,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla biotech,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla do brasil aspirador hyla oficial fotos,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla est defender,2,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla gst swarovski edition,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla nimbus wet cleaning system,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyla perfume,9,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,hyladobrasil,14,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,limpador eletrico de vidro,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,melhor purificador de ar para quarto,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,melhor removedor de pelos de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
Termos de pesquisa sem classificação,Termos de pesquisa sem classificação,pawswing,2,0,"0,00","0,00","0,00%","0,00%", --
