Termos de pesquisa
1 de maio de 2026 - 28 de julho de 2026
Dia,Termo de pesquisa,Tipo de correspondência dos termos de pesquisa,Adicionada/excluída,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-06-22,iclinic sistema para clínicas e consultórios,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,klingo,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,mdmed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,medicit,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-22,medicit tecnologia,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,modelo de lembrete de consulta,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-22,plataforma para terapeutas online,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,prontmed,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,quark clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,quarkclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-22,quarkclinic profissional,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,reservio,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,sante clinic,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-22,scal,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,scal sistema,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-22,shosp,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,sigclinicas,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,sistema amigo,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,sistema amigo clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,sistema feegow,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,sistema shosp,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-22,sistema ágil,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-22,site iclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,smart clinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-06-22,smart clinics,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-22,stg clinica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,systea,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,systea npc,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,total clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,web clinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-22,webclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-22,zandu agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-22,bhave 2,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,bhave gestor,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,gestao aba,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-22,gestão aba,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,npc systea,Correspondência de frase (variação aproximada),Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-22,psicodoc,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-22,psicomanager planos,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-22,software para psicólogos grátis,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,afya iclinic,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","75,00%","0,00",0,0,0
2026-06-23,agenda de atendimento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,agenda heon,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,agenda iclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,agenda nas nuvens,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,agenda serviço,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,agendaai,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,agendamentos,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,agendart,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","16,67%","100,00%","0,00",0,0,0
2026-06-23,alfa iclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,amigo app prontuário,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,amigo clinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-23,amigo sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,amigo tech,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,amigotech,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-23,amplimed agenda,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-06-23,amplimed consulta,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,api feegow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,app de anamnese,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,app2 clinicaagil com br,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,asa saúde acesso ao sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,atos sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,clinia dashboard,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,clinic expert,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,clinic web,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-06-23,clinica experts,Correspondência ampla,Excluído,0,14,"0,00%",BRL,0,"0,00","21,43%","64,29%","0,00",0,0,0
2026-06-23,clinica experts app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,clinica experts entrar,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,clinicaexpert,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,clinical web,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,clinicando,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,clinicweb,Correspondência ampla,Excluído,0,10,"0,00%",BRL,0,"0,00","40,00%","70,00%","0,00",0,0,0
2026-06-23,collect aba,Correspondência ampla,Excluído,0,14,"0,00%",BRL,0,"0,00","28,57%","35,71%","0,00",0,0,0
2026-06-23,collect aba profissionais,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,communicare,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-23,consultorio,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,consultorio gratis,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,consultorio live,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,consultorio me,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","75,00%","0,00",0,0,0
2026-06-23,consultoriolive,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,consultório me,Correspondência ampla,Excluído,0,8,"0,00%",BRL,0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-06-23,digitalclin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,docplanner doctoralia,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,doctopus,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-23,doctoralia planner,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,eaglemed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,easy clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,feegow agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,feegow agenda online,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,feegow clinic app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,feegow sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,gerclin,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,gerclin app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,gestao ds,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","100,00%","0,00",0,0,0
2026-06-23,gestão ds,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,hidoctor,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","100,00%","0,00",0,0,0
2026-06-23,iclin agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,iclinic,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-06-23,iclinic agenda,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-23,iclinic com br agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,iclinic sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,iclinic sistema para clínicas e consultórios,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-06-23,klingo,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-23,med x,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-23,medicit,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-23,medicit tecnologia,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,mxmed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,nasnuvens,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,netclinicas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,nin saude,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,npc systea,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-23,ondoctor sistema para gestão de clínicas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,plandok,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,pront,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,prontmed,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","100,00%","0,00",0,0,0
2026-06-23,prontuário eletrônico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,quarkclinic,Correspondência ampla,Excluído,0,15,"0,00%",BRL,0,"0,00","20,00%","33,33%","0,00",0,0,0
2026-06-23,scal,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","50,00%","0,00",0,0,0
2026-06-23,sisclinica,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,sistema aba,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,sistema agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,sistema amigo,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,sistema asa saude,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,sistema de gerenciamento de clinicas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,sistema scal,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,smart clinic,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","28,57%","42,86%","0,00",0,0,0
2026-06-23,software prontuário eletrônico gratuito,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,soulclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,stenci,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,stenci app,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,support clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,supporthealth,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,sysclin,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,systea,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-23,terapee,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","28,57%","57,14%","0,00",0,0,0
2026-06-23,thetaharpia,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,ticlinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,usecore,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,v clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,vclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-23,wayaba,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-23,psicodoc,Correspondência de frase (variação aproximada),Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-23,psicomanager app,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-23,way aba,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,aba pro,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,afya iclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,agenda nas nuvens,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,agendart,Correspondência ampla,Excluído,0,17,"0,00%",BRL,0,"0,00","5,88%","41,18%","0,00",0,0,0
2026-06-24,agende,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,amigo clinic app,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,amigo tech,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,app scal,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,clinic connect,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,clinic expert,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,clinic feegow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,clinic web,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","14,29%","42,86%","0,00",0,0,0
2026-06-24,clinica connect,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,clinica expert,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,clinica expert entrar,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,clinica experts,Correspondência ampla,Excluído,0,16,"0,00%",BRL,0,"0,00","0,00%","87,50%","0,00",0,0,0
2026-06-24,clinicaexpert,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,clinicaexperts app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,clinicexpert,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,clinicweb,Correspondência ampla,Excluído,0,14,"0,00%",BRL,0,"0,00","35,71%","57,14%","0,00",0,0,0
2026-06-24,clínica web,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-24,collect aba profissionais,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,collectaba,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-24,conceive sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,consultorio,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,consultorio gratis,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-24,consultorio me,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-24,consultório live,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,consultório me,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-24,core feegow,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-24,digital clin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,docplanner doctoralia agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,doctopus,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-24,ds gestao,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","60,00%","0,00",0,0,0
2026-06-24,ds gestão,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,e clinic,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-24,e clinica,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,feegow agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-24,feegow app,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,feegow clinic,Correspondência ampla,Excluído,0,17,"0,00%",BRL,0,"0,00","11,76%","29,41%","0,00",0,0,0
2026-06-24,figgo,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,gerclin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,gestao da,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,gestao ds,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,hi doctor,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,hidoctor,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,iclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,iclinic agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-24,iclinic agendamento online,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,iclinic sistema para clínicas e consultórios,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,inclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,intelliclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,justdoctor,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,klingo,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,lembrete de consulta médica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
