Performance dos anúncios
3 de março de 2026 - 28 de julho de 2026
Dia,Status do anúncio,Tipo de anúncio,URL final,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Tipo de campanha,Subtipo da campanha,URL final do anúncio,URL final para dispositivos móveis do anúncio,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-09,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,60,1.454,"4,13%",BRL,"0,96","57,84","0,00",0,0,"0,00%"
2026-07-27,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,60,1.969,"3,05%",BRL,"0,61","36,84","0,00",0,0,"0,00%"
2026-07-27,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,60,1.132,"5,30%",BRL,"0,61","36,58","0,00",0,0,"0,00%"
2026-07-18,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,59,1.840,"3,21%",BRL,"0,30","17,86","0,00",0,0,"0,00%"
2026-06-26,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,58,306,"18,95%",BRL,"0,17","9,83","0,00",0,0,"0,00%"
2026-07-10,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,58,558,"10,39%",BRL,"0,34","19,75","0,00",0,0,"0,00%"
2026-07-08,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,56,1.910,"2,93%",BRL,"0,67","37,71","0,00",0,0,"0,00%"
2026-07-13,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,55,1.747,"3,15%",BRL,"0,18","9,92","0,00",0,0,"0,00%"
2026-07-17,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,53,1.727,"3,07%",BRL,"0,32","17,01","0,00",0,0,"0,00%"
2026-07-12,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,53,1.533,"3,46%",BRL,"0,40","21,11","0,00",0,0,"0,00%"
2026-07-26,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,53,1.343,"3,95%",BRL,"0,66","35,24","0,00",0,0,"0,00%"
2026-07-28,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,52,1.120,"4,64%",BRL,"0,60","31,44","0,00",0,0,"0,00%"
2026-07-16,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,52,2.351,"2,21%",BRL,"0,20","10,56","0,00",0,0,"0,00%"
2026-07-10,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,50,2.075,"2,41%",BRL,"0,20","9,99","0,00",0,0,"0,00%"
2026-07-19,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,50,1.619,"3,09%",BRL,"0,35","17,31","0,00",0,0,"0,00%"
2026-07-07,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,49,1.307,"3,75%",BRL,"0,84","41,39","0,00",0,0,"0,00%"
2026-07-19,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,49,2.029,"2,41%",BRL,"0,17","8,35","0,00",0,0,"0,00%"
2026-05-20,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,48,785,"6,11%",BRL,"0,43","20,72","0,00",0,0,"0,00%"
2026-07-20,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,Máquina de solda a laser,3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de corte industrial, --,Máquina laser profissional, --,Máquina a Lazer Industrial, --,Máquina Laser com Câmera, --,Equipamentos para produção, --,Máquinas a Laser para produção, --,Equipamento linha de produção, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina para limpeza, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,04 [V4] SEACH_INDUSTRIAL,Industrial,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,48,1.553,"3,09%",BRL,"0,35","16,72","0,00",0,0,"0,00%"
2026-07-28,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,48,1.602,"3,00%",BRL,"0,69","32,92","0,00",0,0,"0,00%"
2026-07-15,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,47,1.773,"2,65%",BRL,"0,41","19,15","0,00",0,0,"0,00%"
2026-07-22,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,47,1.527,"3,08%",BRL,"0,24","11,11","0,00",0,0,"0,00%"
2026-03-11,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,46,602,"7,64%",BRL,"3,60","165,80","0,00",0,0,"0,00%"
2026-07-11,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,46,1.541,"2,99%",BRL,"0,23","10,41","0,00",0,0,"0,00%"
2026-07-03,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,45,1.711,"2,63%",BRL,"0,27","12,09","0,00",0,0,"0,00%"
2026-07-03,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,44,288,"15,28%",BRL,"0,28","12,48","0,00",0,0,"0,00%"
2026-07-01,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,44,1.758,"2,50%",BRL,"0,36","15,80","0,00",0,0,"0,00%"
