Informações do leilão - pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Domínio do URL de visualização,Parcela de impressões da pesquisa (Informações do leilão),Taxa de sobreposição da pesquisa,Taxa de posição superior,Taxa da parte superior da página,Taxa da 1ª posição na página,Parcela de superação da pesquisa
2026-03-14,mercadolivre.com.br,"32,59%","42,59%","48,02%","91,64%","32,56%","7,09%"
2026-03-15,mercadolivre.com.br,"44,55%","57,14%","75,00%","95,56%","24,44%","3,96%"
2026-03-25,mercadolivre.com.br,"29,60%","44,53%","38,36%","92,21%","23,42%","17,61%"
2026-03-26,mercadolivre.com.br,"27,09%","44,26%","45,19%","92,89%","29,59%","13,21%"
2026-03-27,mercadolivre.com.br,"31,58%","48,55%","49,00%","93,37%","35,68%","12,50%"
2026-03-28,mercadolivre.com.br,"50,00%","0,00%", --,"100,00%","100,00%","50,00%"
2026-03-29,mercadolivre.com.br,"33,33%","0,00%", --,"100,00%","100,00%","33,33%"
2026-04-12,mercadolivre.com.br,"41,61%","51,16%","48,17%","95,64%","34,24%","11,26%"
2026-04-13,mercadolivre.com.br,"30,22%","46,90%","56,25%","92,02%","32,15%","7,22%"
2026-04-14,mercadolivre.com.br,"29,74%","47,78%","48,41%","92,40%","29,34%","6,62%"
2026-04-18,mercadolivre.com.br,"37,44%","49,94%","68,99%","92,98%","36,91%","4,21%"
2026-04-19,mercadolivre.com.br,"36,37%","46,19%","63,69%","92,94%","33,17%","4,22%"
2026-04-20,mercadolivre.com.br,"30,01%","42,00%","47,99%","92,56%","27,92%","6,55%"
2026-04-21,mercadolivre.com.br,"33,97%","47,50%","44,30%","92,54%","27,10%","6,84%"
2026-05-16,mercadolivre.com.br,"42,86%","0,00%", --,"100,00%","0,00%","14,29%"
2026-05-21,mercadolivre.com.br,"38,05%","52,07%","63,91%","91,47%","36,38%","6,03%"
2026-05-22,mercadolivre.com.br,"33,59%","48,84%","55,52%","90,88%","31,96%","12,56%"
2026-05-23,mercadolivre.com.br,"35,73%","51,10%","58,62%","91,42%","34,56%","13,92%"
2026-05-24,mercadolivre.com.br,"44,68%","0,00%", --,"95,24%","33,33%","10,64%"
2026-05-25,mercadolivre.com.br,"46,34%","0,00%", --,"100,00%","31,58%","9,76%"
2026-05-27,mercadolivre.com.br,"52,78%","0,00%", --,"89,47%","15,79%","11,11%"
2026-06-09,mercadolivre.com.br,"46,94%","0,00%", --,"95,65%","52,17%","10,20%"
2026-06-11,mercadolivre.com.br,"100,00%","100,00%","0,00%","0,00%","0,00%","100,00%"
2026-06-25,mercadolivre.com.br,"35,60%","48,79%","69,82%","91,75%","33,51%","6,11%"
2026-06-26,mercadolivre.com.br,"32,78%","42,20%","66,49%","91,70%","30,65%","5,17%"
2026-06-30,mercadolivre.com.br,"42,51%","38,17%","88,00%","89,53%","34,64%","3,40%"
2026-07-01,mercadolivre.com.br,"45,37%","46,36%","80,97%","88,52%","33,47%","4,60%"
2026-07-02,mercadolivre.com.br,"45,44%","53,62%","77,46%","86,62%","35,46%","4,42%"
2026-07-03,mercadolivre.com.br,"41,48%","47,88%","77,69%","87,79%","33,05%","3,58%"
2026-07-04,mercadolivre.com.br,"46,26%","54,62%","76,06%","89,21%","35,48%","7,29%"
2026-07-07,mercadolivre.com.br,"46,27%","44,65%","70,59%","87,00%","36,26%","4,16%"
2026-07-08,mercadolivre.com.br,"46,13%","47,83%","77,34%","88,30%","37,36%","7,21%"
2026-07-09,mercadolivre.com.br,"44,69%","48,23%","72,85%","88,74%","37,24%","6,00%"
2026-07-10,mercadolivre.com.br,"42,91%","42,60%","77,59%","89,04%","36,50%","4,43%"
2026-07-11,mercadolivre.com.br,"50,78%","51,04%","77,10%","91,43%","41,66%","3,84%"
2026-07-12,mercadolivre.com.br,"55,16%","54,83%","79,02%","91,92%","40,45%","3,36%"
2026-07-14,mercadolivre.com.br,"47,01%","48,65%","83,95%","90,14%","40,16%","3,04%"
2026-07-21,mercadolivre.com.br,"49,12%","57,41%","74,45%","89,52%","39,55%","4,76%"
2026-07-22,mercadolivre.com.br,"45,12%","48,05%","70,21%","88,35%","41,02%","9,04%"
2026-07-23,mercadolivre.com.br,"44,86%","43,55%","76,16%","91,37%","40,92%","5,95%"
2026-07-24,mercadolivre.com.br,"44,22%","43,83%","72,07%","91,28%","40,02%","4,74%"
2026-07-25,mercadolivre.com.br,"50,05%","41,02%","72,75%","91,84%","42,92%","4,91%"
2026-07-26,mercadolivre.com.br,"51,76%","51,74%","77,93%","92,00%","45,67%","6,87%"
2026-07-27,mercadolivre.com.br,"47,10%","50,68%","79,56%","91,11%","43,06%","4,62%"
2026-07-28,mercadolivre.com.br,"46,43%","52,31%","79,10%","91,17%","41,12%","4,58%"
2026-03-30,mystlaser.com,< 10%,"16,67%","0,00%","100,00%","0,00%","46,15%"
2026-03-28,olx.com.br,"50,00%","0,00%", --,"100,00%","0,00%","50,00%"
2026-03-10,promarking.com.br,< 10%,"8,89%","20,00%","89,09%","17,82%","14,82%"
2026-03-11,promarking.com.br,< 10%,"9,23%","78,82%","86,51%","50,22%","16,30%"
2026-03-12,promarking.com.br,< 10%,"9,95%","80,29%","83,66%","53,28%","15,30%"
2026-03-13,promarking.com.br,< 10%,"6,08%","79,57%","86,18%","54,17%","15,22%"
2026-03-25,promarking.com.br,< 10%,"9,80%","60,61%","85,87%","41,87%","19,98%"
2026-03-26,promarking.com.br,< 10%,"7,68%","73,83%","84,63%","49,32%","15,58%"
2026-04-13,promarking.com.br,< 10%,"4,62%","86,59%","88,41%","52,43%","9,42%"
2026-04-14,promarking.com.br,< 10%,"5,12%","72,97%","87,90%","48,21%","8,29%"
2026-04-20,promarking.com.br,< 10%,"3,62%","68,09%","90,11%","55,87%","8,00%"
2026-04-21,promarking.com.br,< 10%,"5,63%","74,07%","91,44%","56,60%","8,30%"
2026-05-21,promarking.com.br,< 10%,"3,01%","78,38%","84,86%","41,20%","8,83%"
2026-05-22,promarking.com.br,< 10%,"5,49%","70,55%","86,19%","43,24%","16,57%"
2026-06-25,promarking.com.br,< 10%,"2,59%","71,88%","83,84%","42,27%","9,09%"
2026-06-26,promarking.com.br,< 10%,"3,82%","76,47%","85,56%","39,41%","6,98%"
2026-06-30,promarking.com.br,< 10%,"1,53%","83,33%","79,47%","42,13%","5,05%"
2026-07-01,promarking.com.br,< 10%,"6,15%","71,67%","77,54%","40,57%","7,04%"
2026-07-02,promarking.com.br,< 10%,"5,99%","74,14%","70,88%","35,02%","7,22%"
2026-07-03,promarking.com.br,< 10%,"5,79%","66,67%","72,02%","39,67%","5,47%"
2026-07-07,promarking.com.br,< 10%,"6,03%","66,13%","74,23%","36,39%","5,84%"
2026-07-08,promarking.com.br,< 10%,"3,15%","66,67%","72,26%","31,97%","11,21%"
2026-07-09,promarking.com.br,< 10%,"2,79%","63,64%","65,42%","23,25%","9,09%"
2026-07-10,promarking.com.br,< 10%,"3,15%","73,33%","69,32%","26,06%","6,47%"
2026-07-14,promarking.com.br,< 10%,"2,25%","66,67%","71,95%","30,55%","5,05%"
2026-07-21,promarking.com.br,< 10%,"2,82%","63,89%","72,38%","32,36%","8,17%"
2026-07-22,promarking.com.br,< 10%,"3,39%","58,02%","73,49%","33,94%","13,37%"
2026-07-23,promarking.com.br,< 10%,"1,15%","75,00%","75,62%","31,85%","8,82%"
2026-07-24,promarking.com.br,< 10%,"1,03%","60,00%","78,34%","37,17%","6,89%"
2026-07-27,promarking.com.br,< 10%,"0,88%","90,91%","79,06%","39,06%","7,68%"
2026-07-28,promarking.com.br,< 10%,"3,56%","79,55%","79,88%","37,71%","7,59%"
2026-05-24,quarkslaser.com.br,< 10%,"0,00%", --,"66,67%","33,33%","10,64%"
2026-06-09,quarkslaser.com.br,< 10%,"0,00%", --,"80,00%","40,00%","10,20%"
2026-03-25,rhinomaquinas.com.br,< 10%,"10,42%","13,47%","74,95%","9,66%","20,95%"
2026-03-26,rhinomaquinas.com.br,< 10%,"11,72%","24,04%","77,47%","14,43%","16,05%"
2026-04-12,rhinomaquinas.com.br,< 10%,"19,48%","13,46%","76,85%","6,54%","14,55%"
2026-04-13,rhinomaquinas.com.br,< 10%,"11,95%","28,77%","80,84%","14,57%","9,47%"
2026-05-16,rhinomaquinas.com.br,"14,29%","0,00%", --,"100,00%","0,00%","14,29%"
2026-05-21,rhinomaquinas.com.br,< 10%,"12,69%","41,03%","77,00%","11,46%","8,57%"
2026-05-22,rhinomaquinas.com.br,< 10%,"9,53%","28,27%","73,79%","9,80%","16,77%"
2026-05-23,rhinomaquinas.com.br,< 10%,"15,86%","22,22%","79,59%","9,18%","19,18%"
2026-05-24,rhinomaquinas.com.br,"14,89%","0,00%", --,"100,00%","42,86%","10,64%"
2026-07-07,rhinomaquinas.com.br,< 10%,"12,94%","60,15%","57,28%","13,92%","5,60%"
2026-07-08,rhinomaquinas.com.br,< 10%,"14,62%","58,85%","58,69%","14,90%","10,46%"
2026-07-09,rhinomaquinas.com.br,< 10%,"10,56%","63,20%","55,04%","11,38%","8,64%"
2026-07-06,rizon.com.br,"11,11%","0,00%", --,"0,00%","0,00%","33,33%"
2026-03-30,rohmes.com.br,< 10%,"0,00%", --,"100,00%","0,00%","46,15%"
2026-04-12,sculpfun.com,< 10%,"7,72%","58,25%","76,29%","32,81%","14,27%"
2026-04-13,sculpfun.com,< 10%,"5,24%","67,74%","77,95%","37,24%","9,46%"
2026-04-14,sculpfun.com,< 10%,"7,55%","61,47%","79,09%","43,14%","8,21%"
2026-04-18,sculpfun.com,< 10%,"5,39%","72,92%","75,37%","38,64%","6,17%"
2026-07-08,sculpfun.com,< 10%,"3,78%","70,37%","66,17%","32,34%","11,14%"
2026-07-09,sculpfun.com,< 10%,"6,33%","72,00%","61,78%","33,76%","8,83%"
2026-07-10,sculpfun.com,< 10%,"4,51%","76,74%","60,66%","30,28%","6,39%"
2026-07-11,sculpfun.com,< 10%,"2,96%","65,00%","60,82%","31,73%","6,21%"
2026-07-12,sculpfun.com,< 10%,"3,69%","65,38%","59,45%","33,53%","5,79%"
2026-07-14,sculpfun.com,< 10%,"3,45%","69,57%","65,65%","34,61%","5,01%"
2026-07-21,sculpfun.com,< 10%,"4,86%","69,35%","68,40%","35,15%","8,04%"
2026-07-23,sculpfun.com,< 10%,"3,53%","69,39%","73,34%","40,53%","8,68%"
2026-07-24,sculpfun.com,< 10%,"2,57%","80,00%","70,58%","38,40%","6,79%"
2026-07-25,sculpfun.com,< 10%,"3,45%","72,41%","67,14%","35,70%","6,82%"
2026-07-26,sculpfun.com,< 10%,"6,00%","76,34%","69,86%","38,32%","10,98%"
2026-07-27,sculpfun.com,< 10%,"3,86%","72,92%","66,67%","32,47%","7,53%"
2026-07-28,sculpfun.com,< 10%,"6,07%","72,00%","69,35%","35,09%","7,47%"
2026-07-06,servoxcnc.com.br,"11,11%","0,00%", --,"0,00%","0,00%","33,33%"
2026-03-11,shopee.com.br,< 10%,"13,46%","31,08%","86,85%","14,49%","16,85%"
2026-03-12,shopee.com.br,< 10%,"14,62%","37,74%","86,98%","18,62%","15,71%"
2026-03-13,shopee.com.br,< 10%,"16,55%","41,11%","86,70%","19,20%","14,90%"
2026-03-14,shopee.com.br,"12,12%","18,57%","35,35%","86,90%","21,38%","8,32%"
2026-03-15,shopee.com.br,"16,83%","0,00%", --,"88,24%","23,53%","6,93%"
2026-03-25,shopee.com.br,< 10%,"10,74%","25,13%","89,69%","13,40%","20,67%"
2026-03-27,shopee.com.br,< 10%,"12,77%","33,33%","86,25%","21,25%","15,71%"
2026-04-12,shopee.com.br,"10,50%","15,06%","23,38%","89,02%","13,43%","14,41%"
2026-04-13,shopee.com.br,< 10%,"15,67%","40,29%","87,64%","15,91%","9,19%"
2026-04-14,shopee.com.br,< 10%,"11,98%","38,15%","86,93%","11,76%","8,22%"
2026-04-18,shopee.com.br,"10,04%","15,38%","52,55%","87,58%","20,17%","5,90%"
2026-04-19,shopee.com.br,"10,68%","17,29%","52,24%","85,20%","21,01%","5,44%"
2026-04-20,shopee.com.br,"11,92%","20,77%","48,15%","87,35%","20,28%","7,38%"
2026-04-21,shopee.com.br,"10,21%","16,46%","30,38%","86,31%","16,08%","8,22%"
2026-05-21,shopee.com.br,"10,45%","17,41%","49,53%","87,18%","18,94%","8,26%"
2026-05-22,shopee.com.br,"14,85%","24,25%","46,53%","88,47%","25,61%","15,29%"
2026-05-23,shopee.com.br,"19,70%","30,84%","47,14%","90,67%","25,33%","16,99%"
2026-05-24,shopee.com.br,"17,02%","0,00%", --,"62,50%","37,50%","10,64%"
2026-05-25,shopee.com.br,"34,15%","0,00%", --,"85,71%","42,86%","9,76%"
2026-05-27,shopee.com.br,"36,11%","0,00%", --,"92,31%","7,69%","11,11%"
2026-06-09,shopee.com.br,"11,22%","0,00%", --,"100,00%","18,18%","10,20%"
2026-06-25,shopee.com.br,"16,95%","28,24%","65,62%","88,73%","27,59%","7,55%"
2026-06-26,shopee.com.br,"13,50%","21,21%","63,49%","89,42%","25,82%","6,22%"
2026-06-30,shopee.com.br,"17,47%","18,83%","82,43%","79,96%","19,30%","4,32%"
2026-07-01,shopee.com.br,"17,48%","19,79%","72,54%","79,46%","21,83%","6,31%"
2026-07-02,shopee.com.br,"15,68%","19,83%","75,00%","78,89%","23,74%","6,43%"
2026-07-03,shopee.com.br,"18,04%","23,42%","71,98%","79,12%","24,45%","4,73%"
2026-07-04,shopee.com.br,"23,13%","27,69%","72,22%","78,42%","24,90%","9,98%"
2026-07-07,shopee.com.br,"18,63%","16,63%","72,51%","81,31%","22,31%","5,34%"
2026-07-08,shopee.com.br,"14,30%","18,25%","73,95%","79,69%","14,61%","9,90%"
2026-07-09,shopee.com.br,< 10%,"11,74%","63,31%","74,36%","12,61%","8,57%"
2026-07-10,shopee.com.br,"10,94%","10,07%","70,83%","79,35%","16,65%","6,15%"
2026-07-11,shopee.com.br,"13,85%","12,43%","69,05%","78,18%","14,66%","5,78%"
2026-07-12,shopee.com.br,"15,16%","14,63%","65,05%","77,81%","14,57%","5,37%"
2026-07-14,shopee.com.br,"12,77%","16,07%","72,90%","77,80%","17,13%","4,53%"
2026-07-21,shopee.com.br,"16,50%","19,53%","58,63%","80,04%","18,26%","7,37%"
2026-07-22,shopee.com.br,"15,28%","19,67%","64,04%","79,68%","14,68%","11,92%"
2026-07-23,shopee.com.br,"15,40%","15,86%","68,18%","85,24%","21,13%","7,94%"
2026-07-24,shopee.com.br,"16,81%","16,77%","60,74%","85,50%","21,28%","6,22%"
2026-07-25,shopee.com.br,"20,36%","15,58%","65,65%","84,23%","22,96%","6,28%"
2026-07-26,shopee.com.br,"22,83%","20,84%","69,04%","84,36%","22,57%","9,85%"
2026-07-27,shopee.com.br,"17,30%","21,77%","76,38%","84,68%","20,86%","6,46%"
2026-07-28,shopee.com.br,"17,79%","21,38%","66,67%","84,64%","23,47%","6,70%"
2026-05-25,startlaserimportados.com.br,< 10%,"50,00%","50,00%","100,00%","25,00%","7,32%"
2026-06-09,startlaserimportados.com.br,< 10%,"0,00%", --,"80,00%","0,00%","10,20%"
2026-07-06,startlaserimportados.com.br,"33,33%","33,33%","0,00%","0,00%","0,00%","33,33%"
2026-06-26,tecnigrav.com,< 10%,"4,04%","72,22%","78,12%","14,74%","6,98%"
2026-06-30,tecnigrav.com,< 10%,"1,53%","83,33%","56,48%","16,38%","5,05%"
2026-07-01,tecnigrav.com,< 10%,"2,97%","62,07%","55,85%","9,42%","7,23%"
2026-07-03,tecnigrav.com,< 10%,"3,47%","70,37%","59,20%","14,66%","5,55%"
2026-05-25,thunderlaser.com,< 10%,"25,00%","0,00%","66,67%","0,00%","9,76%"
2026-03-10,translaser.com.br,< 10%,"8,59%","10,34%","80,65%","4,66%","14,95%"
2026-03-11,translaser.com.br,< 10%,"9,82%","48,15%","79,15%","26,45%","16,75%"
2026-03-12,translaser.com.br,< 10%,"10,55%","50,94%","77,82%","25,50%","15,74%"
2026-03-13,translaser.com.br,< 10%,"10,30%","49,21%","79,62%","25,10%","15,18%"
2026-03-14,translaser.com.br,< 10%,"9,01%","41,67%","84,59%","19,50%","8,57%"
2026-03-15,translaser.com.br,< 10%,"28,57%","0,00%","75,00%","12,50%","6,93%"
2026-03-16,translaser.com.br,"100,00%","100,00%","100,00%","100,00%","0,00%","0,00%"
2026-03-25,translaser.com.br,< 10%,"9,66%","44,97%","80,25%","27,39%","20,32%"
2026-03-26,translaser.com.br,< 10%,"9,54%","54,09%","80,96%","27,45%","15,66%"
2026-03-27,translaser.com.br,< 10%,"12,96%","40,30%","81,78%","24,70%","15,55%"
2026-03-28,translaser.com.br,"50,00%","100,00%","100,00%","100,00%","0,00%","0,00%"
2026-03-29,translaser.com.br,"33,33%","100,00%","0,00%","100,00%","0,00%","33,33%"
2026-03-30,translaser.com.br,"61,54%","66,67%","25,00%","75,00%","12,50%","38,46%"
2026-04-01,translaser.com.br,"55,56%","0,00%", --,"80,00%","40,00%","11,11%"
2026-04-12,translaser.com.br,"11,75%","8,99%","50,00%","88,19%","26,95%","14,27%"
2026-04-13,translaser.com.br,< 10%,"8,00%","52,82%","86,78%","33,68%","9,39%"
2026-04-14,translaser.com.br,"12,22%","14,06%","50,25%","84,68%","26,49%","8,00%"
2026-04-18,translaser.com.br,< 10%,"6,06%","55,56%","81,02%","25,80%","6,20%"
2026-04-19,translaser.com.br,< 10%,"6,71%","55,77%","81,74%","30,11%","5,75%"
2026-04-20,translaser.com.br,< 10%,"6,92%","54,44%","85,55%","28,44%","7,89%"
2026-04-21,translaser.com.br,< 10%,"11,56%","53,15%","80,87%","25,93%","8,13%"
2026-05-17,translaser.com.br,"50,00%","50,00%","0,00%","100,00%","0,00%","100,00%"
2026-05-18,translaser.com.br,"100,00%","100,00%","100,00%","100,00%","0,00%","0,00%"
2026-05-21,translaser.com.br,< 10%,"6,51%","58,75%","81,12%","25,50%","8,70%"
2026-05-22,translaser.com.br,< 10%,"9,50%","53,19%","81,90%","23,25%","16,36%"
2026-05-24,translaser.com.br,< 10%,"20,00%","0,00%","75,00%","0,00%","10,64%"
2026-05-25,translaser.com.br,"21,95%","25,00%","0,00%","66,67%","44,44%","9,76%"
2026-05-27,translaser.com.br,"16,67%","75,00%","33,33%","66,67%","16,67%","8,33%"
2026-05-28,translaser.com.br,"33,33%","50,00%","0,00%","100,00%","0,00%","66,67%"
2026-05-30,translaser.com.br,"66,67%","100,00%","100,00%","100,00%","100,00%","0,00%"
2026-06-09,translaser.com.br,"16,33%","50,00%","0,00%","68,75%","25,00%","10,20%"
2026-06-11,translaser.com.br,"100,00%","100,00%","0,00%","100,00%","0,00%","100,00%"
2026-06-13,translaser.com.br,"50,00%","100,00%","0,00%","100,00%","0,00%","50,00%"
2026-06-19,translaser.com.br,"100,00%","100,00%","0,00%","100,00%","0,00%","20,00%"
2026-06-25,translaser.com.br,< 10%,"10,19%","57,14%","80,62%","25,02%","8,72%"
2026-06-26,translaser.com.br,"12,27%","13,02%","63,79%","83,62%","23,29%","6,59%"
2026-06-30,translaser.com.br,"10,78%","9,16%","52,78%","69,57%","18,12%","4,87%"
2026-07-01,translaser.com.br,"11,81%","10,36%","66,34%","66,47%","20,22%","6,86%"
2026-07-02,translaser.com.br,"10,34%","8,16%","51,90%","63,70%","16,00%","7,23%"
2026-07-03,translaser.com.br,< 10%,"6,69%","51,92%","67,18%","19,35%","5,50%"
2026-07-04,translaser.com.br,< 10%,"7,69%","60,00%","76,04%","19,79%","11,90%"
2026-07-06,translaser.com.br,"88,89%","100,00%","33,33%","100,00%","0,00%","22,22%"
2026-07-07,translaser.com.br,< 10%,"7,88%","56,79%","68,67%","20,33%","5,81%"
2026-07-08,translaser.com.br,< 10%,"8,53%","56,56%","70,86%","19,69%","10,89%"
2026-07-09,translaser.com.br,< 10%,"10,14%","41,67%","65,84%","21,58%","8,86%"
2026-07-10,translaser.com.br,< 10%,"10,91%","60,58%","70,70%","23,17%","6,18%"
2026-07-11,translaser.com.br,"12,79%","12,43%","55,95%","66,84%","19,18%","5,89%"
2026-07-12,translaser.com.br,"13,24%","9,23%","56,92%","67,28%","18,97%","5,62%"
2026-07-14,translaser.com.br,< 10%,"9,16%","52,46%","70,73%","23,24%","4,88%"
2026-07-21,translaser.com.br,< 10%,"5,41%","68,12%","73,55%","26,09%","8,01%"
2026-07-22,translaser.com.br,< 10%,"5,36%","56,25%","71,42%","23,16%","13,23%"
2026-07-23,translaser.com.br,< 10%,"5,55%","63,64%","76,31%","20,70%","8,59%"
2026-07-24,translaser.com.br,< 10%,"6,48%","38,10%","78,94%","23,62%","6,76%"
2026-07-25,translaser.com.br,< 10%,"5,83%","51,02%","75,86%","22,35%","6,79%"
2026-07-26,translaser.com.br,< 10%,"4,71%","50,68%","72,66%","18,57%","11,23%"
2026-07-27,translaser.com.br,< 10%,"5,38%","50,75%","74,49%","23,81%","7,53%"
2026-07-28,translaser.com.br,< 10%,"5,51%","57,35%","75,20%","21,83%","7,57%"
2026-07-01,virtumaq.com,< 10%,"10,36%","57,43%","57,47%","8,53%","6,93%"
2026-07-06,virtumaq.com,"11,11%","0,00%", --,"100,00%","0,00%","33,33%"
2026-07-07,virtumaq.com,< 10%,"12,84%","78,03%","59,16%","11,10%","5,47%"
2026-07-08,virtumaq.com,< 10%,"10,07%","76,39%","56,19%","8,96%","10,57%"
2026-07-09,virtumaq.com,< 10%,"8,87%","69,52%","53,59%","10,77%","8,68%"
2026-07-10,virtumaq.com,< 10%,"4,09%","53,85%","48,40%","8,11%","6,48%"
2026-07-11,virtumaq.com,< 10%,"10,21%","75,36%","52,42%","10,07%","5,84%"
2026-07-21,virtumaq.com,< 10%,"12,00%","33,33%","53,66%","6,56%","7,98%"
2026-07-22,virtumaq.com,< 10%,"12,64%","41,06%","50,50%","6,50%","12,93%"
2026-07-24,virtumaq.com,< 10%,"5,56%","66,67%","62,26%","8,64%","6,67%"
2026-07-25,virtumaq.com,< 10%,"6,66%","66,07%","58,26%","8,31%","6,69%"
2026-07-26,virtumaq.com,< 10%,"14,97%","61,21%","63,93%","10,67%","10,45%"
2026-03-29,voecnc.com,"33,33%","0,00%", --,"100,00%","0,00%","33,33%"
2026-04-18,voecnc.com,< 10%,"16,27%","73,10%","84,50%","28,03%","5,66%"
2026-04-19,voecnc.com,< 10%,"19,87%","86,36%","88,16%","31,41%","4,95%"
2026-05-24,voecnc.com,"17,02%","20,00%","0,00%","100,00%","50,00%","10,64%"
2026-05-27,voecnc.com,< 10%,"0,00%", --,"100,00%","0,00%","11,11%"
2026-07-03,voecnc.com,< 10%,"9,78%","59,21%","61,27%","17,05%","5,36%"
2026-07-04,voecnc.com,< 10%,"12,31%","56,25%","58,57%","18,57%","11,61%"
2026-07-11,voecnc.com,< 10%,"13,76%","60,22%","58,72%","15,98%","5,80%"
2026-07-12,voecnc.com,< 10%,"10,94%","63,64%","63,50%","15,34%","5,52%"
2026-07-14,voecnc.com,< 10%,"14,26%","67,37%","52,29%","12,26%","4,64%"
2026-07-25,voecnc.com,< 10%,"12,84%","52,78%","68,50%","14,63%","6,52%"
2026-07-26,voecnc.com,< 10%,"15,68%","60,49%","70,64%","15,67%","10,42%"
2026-03-16,weldvision.com,"100,00%","100,00%","100,00%","100,00%","100,00%","0,00%"
2026-03-28,weldvision.com,"50,00%","100,00%","0,00%","0,00%","0,00%","50,00%"
2026-03-29,weldvision.com,"33,33%","100,00%","100,00%","100,00%","0,00%","0,00%"
2026-05-16,weldvision.com,"14,29%","100,00%","0,00%","100,00%","0,00%","14,29%"
2026-05-17,weldvision.com,"50,00%","50,00%","0,00%","0,00%","0,00%","100,00%"
2026-05-18,weldvision.com,"100,00%","100,00%","100,00%","100,00%","100,00%","0,00%"
2026-05-24,weldvision.com,"14,89%","80,00%","100,00%","100,00%","57,14%","2,13%"
2026-05-30,weldvision.com,"33,33%","0,00%", --,"100,00%","0,00%","33,33%"
2026-03-15,xtool.com.br,< 10%,"14,29%","0,00%","66,67%","16,67%","6,93%"
2026-07-11,xtool.com.br,< 10%,"3,99%","81,48%","61,62%","19,32%","6,12%"
2026-07-12,xtool.com.br,< 10%,"3,98%","71,43%","63,39%","17,30%","5,77%"
2026-06-30,zoecnc.com.br,< 10%,"3,05%","66,67%","51,32%","9,47%","5,01%"
2026-07-10,zoecnc.com.br,< 10%,"5,25%","60,00%","56,44%","9,28%","6,41%"
2026-07-21,zoecnc.com.br,< 10%,"5,10%","52,31%","47,16%","5,32%","8,10%"
